recipe name,Category,Description,,,,
Classic Hash Browns,breakfast,This hash browns recipe fries shredded potato in clarified butter for diner-style hash browns that are crispy on the outside and fluffy on the inside.,,,,
Just Like Wendys Chili,dinner,"After trying several Wendy's chili recipe clones and adjusting them to my tastes, I've concocted what I think is the best. Serve it topped with finely diced white onions and/or shredded cheese. Enjoy!",,,,
Red Lobster Cheddar Biscuits,appetizer,"Red Lobster biscuits are loaded with Cheddar cheese and brushed with seasoned butter in this easy copycat recipe. No kneading is required  just drop the gently mixed batter directly onto a prepared baking sheet and your warm, freshly baked, bite-sized biscuits will be ready to enjoy with dinner in just 15 minutes.",,,,
Clone of a Cinnabon,dessert,"You have got to try this Cinnabon recipe. The first time I made these rolls, I thought of how much money I could save by making my own!",,,,
Honey Walnut Shrimp,dinner,This honey walnut shrimp is a Hong Kong-style recipe! Crispy battered shrimp are tossed in a creamy sauce and topped with sugar-coated walnuts.,,,,
Famous Japanese Restaurant-Style Salad Dressing,lunch,This Japanese salad dressing is easy and flavorful.,,,,
Crispy and Creamy Doughnuts,dessert,"I have tried so many versions of homemade glazed doughnuts, and this recipe finally came out just like the ones at my favorite donut shop. Perfect!",,,,
Restaurant-Style Hashbrown Casserole,breakfast,This hashbrown casserole is a great way to dress up frozen hashbrowns! Substitute Colby cheese for a change from the usual Cheddar.,,,,
How to Make Homemade Sriracha Sauce,unknown,Srirachasauce (also known as rooster sauce) is possible to make at home with just a few ingredients! It's really fun and there's hardly any work involved. Serve this homemade hot sauce on just about anything.,,,,
BBQ Chicken Pizza,dinner,"This BBQ chicken pizza has spicy barbecue sauce, diced chicken, peppers, onion, and cilantro, all covered with cheese and baked to bubbly goodness! This is similar to a recipe I had at a popular pizza place in California. My family loves it!",,,,
Taco Bell Seasoning Copycat,lunch,Copycat Taco Bell seasoning is easy to make. This recipe makes enough to season one pound of ground beef.,,,,
Mexican Pizza,dinner,"This Mexican pizza recipe layers my specially seasoned ground beef and refried beans between two crisp tortillas. Top with salsa, cheese, tomatoes, and jalapeo for incredible flavor in every bite!",,,,
Lime Cilantro Rice,lunch,"This cilantro lime rice is easy and delicious! Great with salmon, chicken, or turkey tacos.",,,,
Absolutely Fabulous Greek Salad Dressing,lunch,"This Greek salad dressing is the ""secret recipe"" from the pizzeria that I work at. This is the best dressing I have ever tasted, people offer to buy it constantly, but if we sold it we wouldn't be able to make enough to use in the restaurant! The recipe makes almost a gallon but can be scaled down easily.",,,,
Copycat Lawrys Seasoned Salt,unknown,My version of Lawry's seasoning salt is easy to make! Mix up a batch of this and store it in an airtight container for future use. This is a great substitute. I increased the paprika a bit for more color.,,,,
Bang Bang Sauce,appetizer,"This bang bang sauce is a sweet and spicy mayonnaise-based sauce that is good on fried fish, chicken, fried potatoes  almost everything!",,,,
Garlic Noodles,dinner,"These garlic noodles are deceivingly simple, yet devastatingly delicious. Garlic noodles were invented back in the '70s at a restaurant in San Francisco called Thanh Long. Usually served with roasted Dungeness crab, the recipe is a very closely guarded family secret, but after lots of investigation, and even more experimentation, I think this is very close.",,,,
Blooming Onion and Dipping Sauce,appetizer,This spicy onion ring sauce is great for in the center of a blooming onion to get your party going any day!,,,,
Southwestern Egg Rolls,appetizer,These Southwest egg rolls aren't your traditional egg rolls. Small flour tortillas are stuffed with an exciting blend of Southwestern-style ingredients and deep-fried until golden brown.,,,,
Blooming Onion,appetizer,"This blooming onion is double-coated, then deep-fried until golden brown and delicious. The dipping sauce recipe is also included.",,,,
Sweet Restaurant Slaw,lunch,"This sweet coleslaw recipe tastes like the slaw served at popular fried chicken or fish restaurants. It's excellent with burgers or on top of BBQ pork sandwiches, too!",,,,
Copycat Starbucks Pumpkin Bread,dessert,"This copycat Starbucks pumpkin bread recipe is delicious. A thick slice of moist Starbucks pumpkin bread is the perfect companion for your morning cup of joe! Many other pumpkin bread recipes produce sad, squat loaves, but not this clone. Here's a custom formula that makes enough batter to fill a medium loaf pan. And when the bread is done, you'll slice the beefy loaf into eight thick slices of goodness that perfectly mimic the weight, color, and flavor of the real thing.",,,,
Homemade Tater Tots,appetizer,"Once you try this tater tot recipe, you'll never have to buy frozen store-bought tots again! A delicious way for kids and adults to enjoy their childhood favorite. Garnish with fresh parsley and serve hot with remoulade sauce for dipping.",,,,
Copycat Chipotle Chicken,dinner,"This chipotle chicken recipe requires just a small amount of effort for a delicious and healthy meal. You can use this chicken for tacos, burritos, bowls, or fajitas. Just add your favorite toppings such as lettuce, salsa, rice, beans, cheese, or sour cream. Enjoy!",,,,
Cinnamon Roll Pancakes,breakfast,"Sweet and delicious buttermilk pancakes with a butter, brown sugar, and cinnamon swirl filling. These are great any time of the day and less time consuming than making real cinnamon rolls!",,,,
The Original Donair From the East Coast of Canada,dinner,"This homemade donair recipe is based on the legendary East Coast donair created in the city of Halifax by a Greek restaurateur in the early 70s. Originally made with ground lamb, it is now more commonly made with beef. Favorite garnishes are chopped onions and fresh diced tomatoes.",,,,
Cheddar Bay Biscuits,appetizer,"These Cheddar bay biscuits are cheesy, rich, and fairly close to the ones a famous seafood restaurant chain serves.",,,,
Pepper Jack Cornbread Biscuits,unknown,Buttery layered biscuits with a slight taste of cornbread and a subtle spice of pepper Jack cheese. These are perfect to go along with a soup or stew.,,,,
Hot Water Cornbread,dinner,This hot water cornbread is a very old-fashioned recipe. The cornbread is shaped into little cakes and fried rather than baked. Serve the cakes warm with maple syrup or honey.,,,,
Absolute Mexican Cornbread,dinner,"This Mexican cornbread has got to be the tastiest and the most moist cornbread I have ever made. It is the most requested thing I cook, so I am sharing it. Don't let the ingredients fool you. It's unbelievable.",,,,
Sweet Jalapeo Cornbread,appetizer,This jalapeo cornbread recipe is a must-try for anyone who loves hot peppers and cornbread. A surprisingly tasty blend of flavors!,,,,
Sweet Cornbread Cake,dessert,"This sweet cornbread tastes like cake. You can't go wrong with this recipe! If there are any leftovers, we have the cornbread the next day for breakfast served with honey and butter.",,,,
Honey Cornbread,dessert,Sweet honey cornbread that will crumble in your hand and melt in your mouth.,,,,
Cast Iron Cornbread,breakfast,"This cast iron cornbread is made with buttermilk and sweetened with honey. It's perfect for bringing to a cookout. It's very inexpensive to make, but that'll be the last thing anyone will be thinking about as they eat it. In fact, you'll probably be asked to bring it to the next gathering!",,,,
Sour Cream Cornbread,breakfast,"This is an easy sour cream cornbread recipe that you can make to go with your chili, BBQ sandwiches, beans, and many other meals!",,,,
Mexican Style Cornbread,lunch,This Mexican-inspired cornbread is made with creamed corn and minced jalapeos for a spicy kick. It's rich and flavorful with a crisp topping of cheese.,,,,
Excellent and Healthy Cornbread,dessert,"This healthy cornbread recipe contains no oil and tastes very, very good. Serve warm with honey, butter, or margarine.",,,,
Broccoli Cornbread with Cheese,unknown,This broccoli cornbread is moist with a sweet corn flavor and can be served as a side dish with any meaty entre. Adding Cheddar cheese helps seal the deal to convert the picky broccoli hater.,,,,
Skillet Cornbread,dessert,This skillet cornbread tastes great! It's slightly sweet and a good base recipe to experiment with. Cast iron skillets are versatile. They take a little bit of time to warm up but preheating the skillet allows the cornbread to cook more evenly.,,,,
Moms Mexican Cornbread,dinner,"This cornbread containing meat, cheese, peppers, and other ingredients is a family favorite. It's great alone or with a bowl of beans on the side. You may add extra cheese or peppers to suit your own taste. If making a double batch, use 1 can of whole-kernel corn and 1 can of cream-style corn.",,,,
Blueberry Cornbread,dessert,Homemade cornbread with delicious blueberries in it. An awesome combination! You can use fresh or frozen blueberries.,,,,
Homesteader Cornbread,dessert,This recipe comes from my mother-in-law in Canada. It's the most moist corn bread that I have ever tasted. It's great with chili con carne or as stuffing for your holiday turkey.,,,,
Real Southern Cornbread,dinner,This is the real stuff! Find your cast iron skillet and whip up a batch of cornbread tonight!,,,,
Creamy Cornbread Casserole,dinner,This cornbread tastes like the corn cakes from a famous Mexican restaurant chain. Use an ice cream scoop to serve.,,,,
5 Minute Microwave Cornbread,breakfast,"It literally takes me 5 minutes to get this cornbread on the table--including absolutely all steps. I'll be honest--it tastes better baked in a regular oven. But it's still pretty darn good in the microwave, and sometimes I only have 5 minutes!",,,,
Banana Cornbread,dessert,"Having vegan friends in college forced me to find some recipes that are friendly to their choice if I wanted to entertain. This recipe is delicious whether or not you are vegan. I've made it with almond, rice, soy, and regular milk and they are all very similar to identical in flavor and consistency.",,,,
Gluten-Free Cornbread,unknown,"I love bread, but am gluten-intolerant. This recipe gives you all the taste and none of the gluten!",,,,
Camp Cornbread,dinner,"A very easy cornbread recipe that the children and husbands will love. It's sweet, chewy and ready in a jiffy!",,,,
Mexican Cornbread II,dinner,"Moist, spicy cornbread that's so simple to make and tastes so good!",,,,
Sweet Corn Cakes,breakfast,"This tender and delicious cornbread cake can be served for breakfast, lunch or dinner. To serve, scoop out each portion with an ice cream scoop or rounded spoon.",,,,
Blue Corn Cornbread,breakfast,Corn bread made with blue cornmeal and more of almost every ingredient you would put in regular corn bread. It is almost cakelike. This is a pot luck winner.,,,,
Applesauce Cornbread,dessert,"This is an easy, quick recipe for applesauce cornbread that's dense, and adjustably sweet. It will smell great as it bakes and comes out with a great golden crust. It can accompany anything. I love it served with salad, soup, or chili. Add herbs for extra flavor.",,,,
Black-Eyed Pea Cornbread,dinner,"My mother-in-law passed down this black-eyed peas and cornbread recipe to my wife. The first time she made it, I was completely surprised. I had never heard of it, and I've been unable to find anything else quite like it. You can fix this as a side dish to a meal, or make it into muffins for snacks. Either way, you'll be pleasantly surprised.",,,,
Bacon Cheddar Jalapeo Cornbread,unknown,"This bacon jalapeo cornbread is the result of combining a number of my favorite cornbread recipes. The first time I made it, I had people begging for the recipe. The problem was that it didn't exist, as I had just improvised it as I went along. Here's my attempt to put it down in words.",,,,
Authentic Mexican Corn Bread,dessert,Sweet Mexican cornbread is moist and delicious. This is how it's made in Mexican homes  served as an appetizer or dessert.,,,,
Corn Fritters with Maple Syrup,breakfast,"Served warm with maple syrup or honey, these corn fritters with creamed corn are great for breakfast or as a snack and easier to make than you'd think!",,,,
Jalapeo Cornbread,appetizer,Wonderful Mexican-style cornbread with a hint of spice.,,,,
Crackling Cornbread,breakfast,This pork crackling cornbread makes for great comfort food. Good with just a glass of milk!,,,,
Sweet Corn Bread,dessert,This cornbread recipe goes well with just about anything. I always make it when we have chili. The sour cream makes it nice and moist.,,,,
Mexican-Style Sweet Cornbread,dessert,"This Mexican sweet cornbread (or ""tamalito"") is a cross between cornbread and pudding. You can serve this as a side dish or as dessert.",,,,
Cheesy Cornbread,dessert,"When you're craving comfort food, our recipe for Cornbread should satisfy that craving. We've taken traditional cornbread and added corn and cheese to make it that much better. You may want to make an extra batch!",,,,
Cast Iron Skillet Buttermilk Cornbread,dessert,"This recipe is for those people that do not like sweet cornbread. For me, this is my comfort food and what I grew up on.",,,,
Karens Sweet Corn Bread,dessert,The yummiest sweet corn bread ever! I make it into muffins and they never last long!,,,,
Cracklin Bread II,unknown,A traditional Southern favorite - use crumbled fried bacon if pork cracklin's are not available in your store.,,,,
Amusement Park Cornbread,dessert,A delicious cornbread that will transport you to a magic kingdom of flavor. This recipe can also be used for cornbread muffins.,,,,
Savory Thanksgiving Cupcakes,dessert,This is a great way to get the taste of everything you love about Thanksgiving in a perfect little bite and without all the mess!,,,,
Grandmas Buttermilk Cornbread,dessert,"Fluffy, moist skillet cornbreadjust like Nana used to make! Serve with butter and honey.",,,,
High-Altitude Cornbread,dessert,"I don't know if cornbread was ever designed to be baked above sea level, but this recipe creates lighter but sturdy cornbread. This is not a light-as-air muffin, but dang is it good!",,,,
Ultimate Gluten-Free Cornbread,breakfast,After several tries I finally made a great cornbread that you would never guess to be gluten-free.,,,,
Broccoli Cornbread,unknown,This broccoli cornbread turns out extra moist and flavorful because of the cottage cheese. Try it tonight!,,,,
Cornbread Made with Coconut Oil,breakfast,This cornbread is made with coconut oil because it is healthier than vegetable oil and is said to help raise your good cholesterol. It does not change the taste of the cornbread.,,,,
Chef Johns Blueberry Cornbread,dessert,This blueberry cornbread was the best cornbread I've ever had and super easy to make.,,,,
Moms Sweet Buttermilk Corn Bread,dessert,"This corn bread is a little on the sweet side. It's made with white cornmeal, but yellow works too. I learned to make it from my other mom (MIL). It is baked in a cast-iron skillet. Can be used to make stuffing or put leftovers in a cup with milk and put it in the fridge overnight for a comforting breakfast.",,,,
Corn Pone,breakfast,"This is a wonderful corn pone recipe from my friend's grandmother. Once you prepare this dish, it will become a staple. It is moist and delicious and goes great with barbeque and other Southern-style dishes.",,,,
Mrs. Pattis Mexican Cornbread,dinner,Cornbread with a touch of spice.,,,,
Reuben Sandwich,lunch,A Reuben sandwich is one of my family's fix-it-quick favorites. They are really delicious and easy to make. I like to serve them with big bowls of steaming vegetable soup and dill pickles on the side.,,,,
Instant Pot Corned Beef,dinner,"This Instant Pot corned beef recipe is easy to prep and ready in just two hours. The beef brisket is cooked with beer and garlic in an electric pressure cooker to guarantee juicy, tender corned beef every time. If you want to complete the feast, you can cook baby carrots, quartered potatoes, and cabbage wedges in the bottom of the Instant Pot while the corned beef is resting.",,,,
Braised Corned Beef Brisket,dinner,"You have never had corned beef like this and if you try it, I truly believe you will never go back to the traditionally 'boiled' beef. This recipe was given to my mother-in-law and it has become a treasured family recipe. The brisket is seared in a hot skillet to give it a caramelized surface when it's done, topped with sliced onions, garlic, and a drizzle of broth, then braised for about 6 hours for a tender, juicy roast. It's so worth the wait! I serve it with colcannon, steamed cabbage wedges, braised carrots, and parsnips. It is our favorite St. Patrick's/Jewish dinner, but we love it so much that I cook it year round.",,,,
Irish Boiled Dinner Corned Beef,dinner,"Easy boiled dinner of mouthwatering, tender corned beef with potatoes, cabbage, and carrots. This is my great-grandmother's recipe from Ireland. We served it with Irish soda bread and cornbread at our house. Use leftovers to make corned beef soup by reducing the broth and dicing up the leftover beef and vegetables.",,,,
Easy Homemade Pastrami,lunch,"Make smoked pastrami from corned beef with this easy recipe. Great pastrami is not the easiest thing to find west of the Catskills, so a few years ago, I embarked on a mission to find a way to turn the common corned beef into something similar. My goal was to devise a reasonable substitute that could be done in less than a day at home, without a smoker or any other special equipment. Impossible? No!",,,,
Reuben Casserole,dinner,"This tasty Reuben casserole with layers of sauerkraut, corned beef, Swiss cheese, rye bread crumbs, and Russian-style salad dressing is like a baked deli sandwich in a dish.",,,,
Newfoundland Jiggs Dinner,dinner,"Jigg's dinner is a traditional Newfoundland meal, comparable to corned beef and cabbage. Newfoundland is Canada's easternmost province and is also an island in the Atlantic. Make sure that the split peas are securely tied into a cloth bag (pudding bag), a dish towel, or cheesecloth. If they escape you will not have dinner  you will have pea soup!",,,,
Corned Beef Roast,dinner,This corned beef roast is easy to prepare and wonderful to eat. Plan to roast for about one hour per pound.,,,,
Guinness Corned Beef,dinner,This Guinness corned beef with brown sugar is a tasty St. Patrick's Day treat. I discovered it while attending an Irish Rovers concert. My family and friends insist it is a staple at get-togethers any time of the year. Braise this corned beef slowly at a low setting for melt-in-your-mouth delight. The aroma is fantastic!,,,,
Easy Corned Beef and Cabbage,dinner,This easy corned beef recipe with cabbage is quick and easy. A no-fuss meal that's great for St. Patrick's Day or a weeknight family dinner.,,,,
Slow Cooked Corned Beef for Sandwiches,lunch,"Slow-cook two corned beef briskets for sandwiches on your stovetop! Just simmer them with beer, garlic, and bay leaves, then shred the meat and set it out with rolls, mustard, and coleslaw for people to make their own sandwiches. I always make two or three briskets because they go so quickly. It sounds like a lot of garlic, but no one has ever complained that it tasted too garlicky.",,,,
Stovies,dinner,A Scottish dish of potatoes cooked with onions and corned beef. It's a whole meal in itself; simple and easy to make!,,,,
Corned Beef Hash,dinner,"A combination of corned beef, potatoes, and onions. A quick and easy meal.",,,,
One-Skillet Corned Beef Hash,dinner,"This canned corned beef hash is a hearty, quick-fix skillet meal. It's great with spinach on the side and marvelous with fried eggs.",,,,
Chef Johns Corned Beef and Cabbage,dinner,"It's almost St. Patrick's Day, and for many that means boiling up a nice authentic Irish dinner of corned beef and cabbage. The original Irish recipe actually used a type of lean bacon, made with a cut of pork similar to Canadian bacon. Corned beef came into the picture as a lower-cost substitution, to replace the more expensive and harder to find cut.",,,,
Reuben Crescent Bake,lunch,"Corned beef, Swiss cheese, kraut and thousand island dressing baked between crescent rolls. Easy and tasty. Kids will love these.",,,,
Dutch Oven Corned Beef and Cabbage,dinner,This Dutch oven corned beef takes time but you won't be disappointed. Give yourself a little luck o' the Irish with this Americanized version of an Irish feast. Serve with butter and Irish soda bread.,,,,
Instant Pot Guinness Corned Beef,dinner,Corned beef topped with brown sugar and cooked in Guinness in an Instant Pot. Delicious!,,,,
Glazed Corned Beef,dinner,This apricot sweet sauce really brings out the flavor in corned beef. It is great to serve the sauce over cooked carrots also!,,,,
Stout Slow Cooker Corned Beef and Veggies,dinner,A slow cooker recipe for some traditional-style Irish corned beef and cabbage that smells as good as it tastes. Sweet potatoes are added for those whose diet prefers them.,,,,
Baked Corn Beef Hash,dinner,"Layered ingredients baked in the oven make for an easy, quick and tasty meal that's good for those long cold winter nights.",,,,
The Real Reuben,lunch,"Dark pumpernickel rye, heaped corned beef, drained sauerkraut and imported Swiss cheese make this sandwich something special.",,,,
Filipino Corned Beef and Cabbage,dinner,"My dad use to make this all the time, growing up. I forgot how good it was until St. Patrick's day came around and everyone started talking about corned beef and cabbage. So here is the recipe, similar to the way he made it - quick and easy with canned corned beef.",,,,
Corned Beef Hash British Style,dinner,This is my husband's favorite meal. I always had a different version of Corned beef hash until I met my Scottish husband who taught me how it was meant to be made. It is a wonderful casserole type dish that is very filling and perfect for cold nights in. Serve with vegetables or crusty French bread.,,,,
Spruced-Up Canned Corned Beef Hash,lunch,This canned corned beef hash recipe is a quick and easy way to spruce up hash. It makes a great comfort meal. Adjust the ingredients according to preference.,,,,
One Skillet Corned Beef Hash Breakfast,breakfast,"Corned beef, onions, green bell pepper, eggs, diced tomatoes with green chiles and cheese cooked in one skillet for a delicious breakfast.",,,,
Spicy and Tender Corned Beef,dinner,"It will be a mighty lucky group who gets to eat this corned beef on St. Patrick's Day. A spicy corned beef seasoning makes this a fork-tender treat. My mother was Irish and she cooked it this way. I'm married to an Irishman, I'm a lucky lassie to have him, and he loves this dish!",,,,
Apple and Brown Sugar Corned Beef,dinner,I make this every year for my family on St. Patrick's Day. Delicious and filling!,,,,
Saint Paddys Irish Sandwich,lunch,"This new rendition of a reuben is amazing. It makes my mouth water just thinking about it. Toasted sliced-sourdough, shredded corned beef, fancy mustard, and shredded cabbage in a light vinaigrette make this sandwich to die for (not just on Saint Paddy's).",,,,
Corned Beef and Cabbage II,dinner,My mother has been making corned beef and cabbage this way for years. She has no idea where the recipe came from but it is absolutely the best. Easy and quick...Enjoy!,,,,
Air Fryer Corned Beef Hash,lunch,Looking for something to do with leftover corned beef? This crispy corned beef hash is made from start to finish in the air fryer.,,,,
Reuben Pizza,lunch,"This is a great recipe for Reuben pizza that I got from a friend. If you can't find whole wheat bread dough, I've used white and I've also made my own.",,,,
Corned Beef and Cabbage Shepherds Pie,dinner,"This is a combination of my favorite corned beef and cabbage recipe, and my favorite shepherd's pie recipe. It involves a few extra steps when compared to your traditional boiled beef dinner, but the payoff at the end is well worth the extra effort. By layering the ingredients in a casserole dish, each has the perfect proportions of beef, cabbage, carrots, and potatoes.",,,,
Corned Beef Irish Feast,dinner,"The complete Irish meal, great for St. Patrick's Day, but awesome all year 'round!",,,,
Irish Tacos,lunch,"We had these corned beef tacos at an Irish Pub, and they were to die for. We thought the combination wouldn't taste too good, but all the patrons said it was the best thing on the menu  and they were right! Corned beef, coleslaw, and sauce inside a flour tortilla.",,,,
Corned Beef Hash Cakes,dinner,"This recipe is delicious, quick, and easy. It goes great with green beans, and is the perfect way to use leftover mashed potatoes. Serve these corned beef hash patties with green beans for a quick supper or eggs and toast for a hearty breakfast.",,,,
St Patricks Day Casserole,dinner,"A tasty way to eat corned beef, cabbage, and potatoes...perfect for a St. Patrick's Day feast, or simply good eating any other time!",,,,
Traditional Reuben Casserole,dinner,"This Reuben casserole recipe was given to us by my husband's aunt. It has the same ingredients as a Reuben sandwich. If you love Reubens, you will love this dish!",,,,
Slow Cooker Corned Beef Reuben Sandwiches,lunch,This is one of our favorite meals for St. Paddy's day. It's a little more exciting than regular corned beef and cabbage. We've tested out a few recipes and decided on our favorite ingredients to create this Reuben sandwich. You won't be disappointed.,,,,
Smoked Corned Beef Brisket,dinner,"A homemade dry rub of coriander, mustard seed, fennel, and paprika really brings out the flavor in this smoked corned beef brisket.",,,,
A Slice of Heaven Baked Corned Beef,dinner,"With only 2 ingredients and 10 minutes prep time, chefs of any skill level can create this heavenly-tasting dish! After 2 hours, discard the liquid and slice very thin and serve rolled up in warmed tortillas (warmed in the microwave oven).",,,,
Corned Beef Hash Quiche,breakfast,"If you're a fan of corned beef hash, this quiche will not disappoint. This is my favorite version of this delicious quiche.",,,,
St. Patricks Colcannon,dinner,"This is an Irish way to deal with leftover corned beef. My husband considers this a wonderful part of the corned beef cycle. I use skin-on red potatoes, and depending on what's in the fridge, I substitute ham for corned beef and leeks for green onions.",,,,
Easy Slow Cooker Corned Beef,dinner,"Wow, this slow cooker corned beef is good and so easy! Serve right out of the slow cooker or thinly slice across the grain to make great Reuben sandwiches.",,,,
Kosher-Style Corned Beef,dinner,"This recipe is for 25 pounds of beef, but can scaled down. Prague powder number 1 is a commercial curing product that can be found at sausage supply shops. You may want to reduce the amount of salt, as this amount was used as a preservative.",,,,
Jans Beer-Brined Corned Beef,dinner,"Homemade corned beef is brined, smoked, then braised to perfection. Juicy, tender and full of flavor with just a few steps. It is easier than you think! Makes delicious Reuben sandwiches! Divide slices into half-pound portions and freeze, leaving only what you will use over the next few days unfrozen.",,,,
Sarahs Slow-Cooker Corned Beef and Cabbage,dinner,An Irish classic. Great for St. Paddy's Day!,,,,
"Slow Cooker Corned Beef, Cabbage, and Potatoes",dinner,"This is a typical St. Patrick's Day meal which is simple, with few ingredients and cooked in a slow cooker so it is super easy, yet delicious! Serve in a large soup mug or bowl with Irish soda bread, rye bread, or rolls on the side.",,,,
Leftover Corned Beef Hash,dinner,So... it's the day after St. Patrick's and you're running a little short on time before you have to go out for the day. Not to worry! Here's a recipe for leftover corned beef hash that you can have ready in about half an hour and will fill up your belly at least until lunch!,,,,
Smoked Corned Beef Sandwiches with Coleslaw,lunch,"A smoked corned beef brisket so tender and flavorful that you'll never prepare corned beef any other way! Paired with a quick and easy slaw... on the sandwich or on the side... it's your call! Finish the sandwiches with your favorite condiments and toppings. Sriracha aioli, stone-ground or regular yellow mustard, and sauerkraut are all great options!",,,,
New England Crab Cakes,dinner,"This recipe comes from Maine and is EXCELLENT! These cakes are so yummy they almost melt in your mouth! They're great served with a seafood pasta salad, boiled potatoes, or fresh steamed veggies.",,,,
True Maryland Crab Cakes,dinner,"This Crab Cake recipe is the true Crab Cake with no fillers and no heavy spices, all crab meat. This recipe has been in my family for generations.",,,,
Mini Crab Cakes,appetizer,"Crab cakes made with Greek nonfat yogurt are mini bites of bliss. A fun, festive appetizer!",,,,
Poor Mans Crab Cakes,lunch,Economical way to make tasty crab cakes. Use whatever cheese you have on hand or enjoy to make these.,,,,
Fabiennes Black-Eyed Crab Cakes,dinner,Black-eyed peas replace the traditional crackers or breadcrumbs in this recipe. The delicate flavor from the peas help bring out the crab's savory taste. There's no need to add lemon juice to these cakes: the zest ties the seasonings together. This is definitely a winning recipe: a must try!,,,,
Authentic Taralli,appetizer,"Taralli are crunchy little knots of snacking goodness. A specialty from the Puglia region, they are an unleavened crispy cross between a bagel, pretzel, and breadstick. These no-yeast, ring-shaped bread substitutes are perfect for your cheese boards, soups, or salads.",,,,
Lavosh,appetizer,"Good with soup, as an appetizer or as a snack. Lavosh is an Armenian unleavened flat bread.",,,,
Crispy Rosemary Sea Salt Flatbread Crackers,appetizer,"Making your own 'fancy' crackers at home is a fairly basic operation, and not only will they be less expensive than store-bought, but you can customize them any way you want. Please pay attention to your baking time.",,,,
Firecracker Crackers,appetizer,"These firecracker crackers are deliciously spicy. Great with a salad, dips, or chili!",,,,
Marys Gone Crackers Copycat,unknown,"These gluten-free crackers make a delicious snack on their own or with dips and cheeses. You can add other seeds such as caraway, cumin, or nigella for different flavor profiles. Or you can experiment with dried herbs or garlic powder depending on your individual preferences.",,,,
Tasty Seasoned Oyster Crackers,appetizer,"A wonderful seasoned oyster cracker recipe similar to others, but with different quantities and ingredients. So great as a snack or on salads. My kids love them! Quick, easy, and tasty!",,,,
Flax Seed Crackers,appetizer,"I heard that if you mix flax seeds with an equal amount of water, soak them, and spread them thin, you'll get a tasty cracker. I heard right! These have a nutty, earthy flavor. They're light, but still sturdy enough for dips and spreads. Experiment with other seasonings if you like.",,,,
Cheese Crackers,appetizer,"Light, crunchy, and savory cheese crackers that have a bit of a kick. Easy recipe with minimal ingredients. Add 4 tablespoons sesame seeds to the batter before kneading for a tasty option. Also, a fun recipe for kids to help with.",,,,
Chef Johns Cheesy Crackers,appetizer,"These crunchy, crispy crackers have a big, bold cheese flavor. They're vastly superior to anything you can get at the store. You can change up the cheeses and the spices. It's really a fun thing to play around with.",,,,
Cheese Wafers,appetizer,"This savory cheese wafers recipe is a real hit with all, especially at Christmas.",,,,
Oatmeal Crackers,unknown,"Made these for my daughter one day. She likes them more than store-bought ones, and I like knowing what she's eating.",,,,
Swedish Hard Tack,unknown,"Hard tack, also called knckebrd, is biscuit-like, crunchy, and sweet. Very nice with butter or cheese.",,,,
Wheat Crackers,appetizer,"These thin wheat crackers are simple and thrifty to make. They go great with almost any dip or spread, and taste much fresher than factory-made crackers.",,,,
Lavash Cracker Bread,lunch,"This is identical to the cracker bread sold in large grocery store delis that costs $6 for three big rounds. With this recipe, you can make it for pennies! I love it as an appetizer with melted Harvarti cheese on top, but with the price of the cheese and store-bought lavash, we didn't have it often.",,,,
New York-Style Rye Crackers,appetizer,These rye crackers are delicious! I began the quest to make my own crackers after wanting an alternative to commercial crackers. I am pleased with the results!,,,,
Ranch Oyster Crackers,appetizer,"These crunchy, baked, ranch-seasoned oyster crackers can be used as a side dish, dressing, or stuffing.",,,,
Spicy Ranch Cauliflower Crackers,appetizer,A spicy keto cracker made with cauliflower instead of flour! The perfect low-carb cracker. Store in an airtight container.,,,,
Almond You Must Be Nuts! Crackers,appetizer,"These crackers have a great nutty flavor. The recipe was adapted for non-gluten, low-carb ketogenic, or paleo diets. Just add some homemade guacamole or salmon cream cheese and enjoy a visit to heaven!",,,,
Sourdough Rosemary Crackers,appetizer,"If you love making your own sourdough bread, don't toss out the discard every time you feed and refresh your starter. Turn this flavorful, but unused, product into amazingly delicious (and amazingly easy to make) homemade crackers. With just the right amount of crunch and flavor, you won't be able to stop snacking. Fully cooled crackers can be stored in an airtight container at room temperature for up to 1 week.",,,,
Seasoned Oyster Crackers,appetizer,"These are great for just about anything--salads, soups, snacking, in meat loaf, etc.",,,,
Bacon Crackers,appetizer,"These sweet, crisp bacon and cracker treats are simple to make and outrageously delicious!",,,,
3-Ingredient Parmesan Cookies,dessert,"These savory cookies are so easy to prepare and call for just 3 ingredients. You can prepare the dough and then refrigerate until ready to bake. Serve with wine as a nibble, or as part of an appetizer spread.",,,,
Lebanese Zaatar Zaatar Bread,lunch,"Traditional Lebanese bread. Crispy, flaky cracker like bread infused with fresh za'atar (similar to oregano). You can substitute oregano for za'atar, but use less. May place under broiler to brown tops.",,,,
Gluten-Free Butter Crackers,unknown,"My husband just hasn't found a good cracker since going gluten-free, and he loved his butter crackers! I adapted this recipe from several different ones I was able to find on the web. Now I have to control what my non-GF kids eat so that dad will have some for the next day! These are not light and flaky, but the taste is definitely there!
Welcome back peanut butter and crackers, cheese and crackers, plain crackers for nomming on! Also, I would expect you could add seasonings like garlic or sprinkle with Parmesan instead of salt, and kick it up a notch.",,,,
