recipe name,Category,Description,,,,
Beignets,dessert,"Beignets are deep-fried, soft, donut-like square pastries that are served warm with powdered sugar. This is a traditional New Orleans-style beignet recipe that's easy to make and can't be beat! Grab a caf au lait and you're set!",,,,
Kouign-Amann,dessert,"Kouign-amann is pronounced ""queen-a-mahn"" and wouldn't be one of the world's greatest pastries if it weren't a legendary labor of love. The irresistible combination of sweet, salty, sticky, buttery, crispy, flaky, and tender is something you must experience to believe. Made with bread flour, the dough is a little different from croissants or puff pastry. Salt is also key here; the authentic ones are about as savory as they are sweet.",,,,
Monkey Bread from Scratch,breakfast,"This homemade monkey bread is gooey, caramelized, and pulls apart effortlessly when you grab a piece! Store in an airtight container in the fridge.",,,,
Cinnamon Rolls From Frozen Bread Dough - EASY,dessert,This frozen bread dough recipe makes it super easy to make cinnamon rolls. They're super tasty without all the work.,,,,
Danish Pastry,dessert,"This Danish pastry is a sinful delight made with rich, buttery, flaky dough. It's worth the effort and extra work involved. Make sure the dough is well-chilled before rolling, folding, and shaping.",,,,
Croissants,dessert,Authentic French croissants. Patience and effort are required but the results are totally worth it!,,,,
Baked Apple Roses,dessert,"These apple roses were inspired by a cook named Ana, a Brazilian food blogger living in Italy. I hope you give these gorgeous-looking and very delicious apple roses a try soon. Enjoy!",,,,
Ninety-Minute Cinnamon Rolls,dessert,"Make homemade cinnamon rolls in 90 minutes with a soft, quick-rising dough.",,,,
Easy Apple Strudel,dessert,This apple strudel recipe is very simple to make but tastes incredible!,,,,
Caramel Rolls,dessert,Caramel rolls are my absolute favorite thing on earth. They're perfect for all holiday mornings!,,,,
Oliebollen Dutch Doughnuts,dessert,"Oliebollen are Dutch pastries similar to doughnuts. These deep-fried treats are typically filled with raisins and dusted with powdered sugar. Some modern variations are served with berry filling, but this is a traditional recipe. Oliebollen are a popular treat on New Year's. Eat them hot if possible!",,,,
Brioche,dessert,"This brioche recipe can be served with jelly or other preserves to accompany tea or coffee with pat or hors d'oeuvres. The tops of the small rolls can easily be pulled away, giving space for a sweet or savory filling. Brioche dough can also be used for wrapping other ingredients such as beef for boeuf-en-crote, salmon filling for a koulibiaca, or spicy garlic sausage.",,,,
Cinnamon Rolls,dessert,"This cinnamon roll recipe starts with an easy dough made in your bread machine, and the rolls take just 15 minutes to bake in your oven. With a sweet cinnamon, sugar, and pecan filling and a decadent cream cheese frosting, they taste just like the ones sold at that well-known store in the mall.",,,,
Danish Kringle,dessert,"A Danish kringle is a holiday pastry that is beautiful and delicious. This recipe is from my father-in-law's mother, who was born and raised in Denmark. It looks like a complicated braid but is simply created by crisscrossing strips of dough. You can make the dough at least 1 to 2 days in advance  it's easy to make and doesn't require yeast.",,,,
Land of Nod Cinnamon Buns,dessert,Cinnamon buns made with frozen rolls are easy overnight treats that are gooey and rich.,,,,
Quick and Easy Monkey Bread,dessert,This monkey bread is made with frozen rolls and is very easy to make. Monkey bread is also called bubble bread or pull-apart bread.,,,,
Monkey Bread with Butterscotch Pudding,dessert,This monkey bread with butterscotch pudding is an easy and delicious dessert you can make in minutes and serve in various meal situations.,,,,
Sticky Buns,dessert,Yummy sticky buns! What can be better than a hot sticky bun for breakfast or a late-night snack? Pop one into the microwave for a few seconds to make them taste fresh from the oven.,,,,
Easy Cream Cheese Danish,dessert,This recipe makes the best cream cheese Danish I have ever tasted. It is very simple to make.,,,,
Almond Bear Claws,dessert,"These flaky Danish pastries are a time-consuming project, but they're a perfect way to show people how much you love them! I like them at special brunches. The puff pastry dough and almond filling can be made ahead of time, and the pastries can be frozen before baking.",,,,
Cinnamon Rolls II,dessert,I make these the night before and bake them in the morning. My family and friends can't stay out of them. They are very moist and decadently rich.,,,,
Garlic Parmesan Monkey Bread,dessert,If you like garlic bread you'll love this! This savory version of the classic Monkey Bread is sure to add fun and flavor to any meal.,,,,
Chef Johns Chocolate Croissants,dessert,"Making your own chocolate croissants takes a while, but for these crispy-on-the-outside, tender-on-the-inside pastries, it's time well spent.This recipe was adapted from one byBruno Albouze, from The Real Deal(which he is). This is actually the quick version in that we're not leaving the dough to rest overnight before laminating with the butter.",,,,
Buttermilk Cinnamon Rolls,dessert,"Easy, yeasted cinnamon rolls. A crowd always gathers when they come out of the oven. Favorite activity: scraping the goo off the bottom of the pan.",,,,
Biscuit Cinnamon Rolls,breakfast,"These biscuit cinnamon rolls are a simple, quick, inexpensive breakfast, dessert, or late night treat that even the kids will love.",,,,
Cake Mix Cinnamon Rolls,dessert,"These cake mix cinnamon rolls are absolutely delicious. I make them the night before, take them out in the morning and let them rise. I have also made sticky buns with this recipe using a coconut/pecan frosting for the bottom of my pan.",,,,
Danish Almond Puff,dessert,My mom used to make this Almond Puff every year for Christmas. It is very elegant and pretty--and surprisingly easy to make. I almost always have every ingredient already in my cupboard. I made it myself for the first time and my husband loved it. I'm planning to make it for his mom when she comes to visit. This is a fun one to share.,,,,
Overnight Cinnamon Rolls I,dessert,"Make the night before, rolls rise in the fridge overnight and bake the next morning. Easy and delicious. Enjoy!",,,,
Yummy No-Bake Cinnamon Rolls for Kids,dessert,These cinnamon sugar rolls are a quick snack kids can make all by themselves.,,,,
Best Ever Caramel Rolls,dessert,These are fabulous caramels rolls sure to please! I am asked for the recipe as often as I serve them. Superb company recipe as can be prepared the night before and the aroma in the morning will have everyone's mouths watering! You can serve them in the pan or flip over on a tray to show off the caramel topping!,,,,
Classic Cinnamon Rolls,dessert,First Place Winner at the 2008 Iowa State Fair!,,,,
Apple Danish,dessert,Delicious! Always get 'ummm!' responses when I serve this. The Danish has apple filling and is topped with a browned butter glaze.,,,,
Swedish Tea Ring,appetizer,"This is a hand-shaped, filled yeast bread that my 2-year-old daughter loves to help prepare. The dough can be made ahead and refrigerated, then baked in the morning. Sprinkle chopped, toasted almonds over the ring if you wish. Nuts can also be added to the filling along with the raisins.",,,,
Grands! Monkey Bread,lunch,"This is it! The classic monkey bread recipe, oozing with warm caramel and cinnamon. Monkey bread is irresistible!",,,,
Salted Caramel Pecan Sticky Buns,appetizer,"Soft, sticky, sweet, with a touch of salt and the crunch of pecans, these delightful sticky buns make a special dessert treat. My family absolutely loves them.",,,,
Exotic Mushroom and Walnut Pate,appetizer,"I got this recipe from a winery at a tasting. It is so delicious on French bread with some wine. For a chunkier consistency, you can fold in additional chopped walnuts at the end. I couldn't stop eating it at the tasting and neither could any of the other tasters!",,,,
Gorton French-Canadian Pork Spread,appetizer,"French-Canadian pork spread for toast and crackers....This was my memere's recipe and so far I have never had any better. Very simple to make :) I guess from what I read, Croton and Gorton are almost the same, Gorton being the New Englander translation :) Enjoy",,,,
Mock Chopped Liver,lunch,Mock chopped liver in this recipe is made out of lentils. This dish tastes just like the real thing without the cholesterol of real liver! Serve mounded on a platter with crackers.,,,,
Chicken Liver Pate,lunch,"This pate makes a delicious spread!! Serve with assorted crackers or toasted, thinly sliced bread.",,,,
Veggie Pate,dinner,"Sandwiches and crackers will be transformed into savory wonders by this flavorful spread filled with vegetables, herbs and spices.",,,,
Easy Liver Pt,dinner,"This liverwurst pt, made with Braunschweiger, is a favorite passed down to me from my mom. We have it at family gatherings and this year I'm taking it to the Super Bowl party. Seasonings may be adjusted to suit your taste. Serve with your choice of crackers.",,,,
French-Canadian Gorton Pork Spread,appetizer,"Old gorton recipe from French-Canadian Memere (Grandma). Delicious and spicy pork spread for sandwiches. Pronounced ""gah-ton."" Enjoy on a sandwich with mustard or eat alone.",,,,
Red Salmon Pt,appetizer,This creamy pt with salmon and cream cheese is delicious spread on crackers. You can add pecans for a twist.,,,,
Salmon Terrine,appetizer,"In this salmon terrine recipe, salmon, butter, Dijon mustard, and fresh tarragon are just some of what make a traditional French fare so delicious. This no-bake version is more like a spread, which is perfect for casual parties, and you can make it in any kind of crock or bowl. Pair it with toasted baguette slices for an appetizer or eat it as a salad.",,,,
Turkey Liver Pate Fois Gras,appetizer,"When buying a turkey with giblets, don't throw those tasty morsels away! The turkey liver can be almost as tasty as goose liver if properly prepared. Serve on your favorite crackers. Keeps well in the refrigerator for 5 days.",,,,
Easy Chicken Liver Pate,dinner,Yum! Keeps up to 2 months frozen.,,,,
Colleens Chicken Liver Pate,unknown,"If you love pate, you will love this creamy chicken liver recipe that has a bit of a kick! Serve on toasted baguettes or sturdy crackers.",,,,
Danish Chicken Liver Pate,appetizer,A traditional Danish lunch item. Spread some on rye bread and top with cucumber or tomatoes or anything that takes your fancy. Makes a great addition to Danish smorgesbord. This should keep for 5 to 7 days in the refrigerator.,,,,
Bug Lady Tofu Pate,appetizer,"The inspiration and basic idea for this amazingly delicious tofu spread recipe comes from my most favorite entomologist friend, Leslie, a.k.a. 'Bug Lady'",,,,
To Die For Garlic Feta Pate,breakfast,"Friends beg me to make this when they come over. Cream cheese, garlic, anchovies, feta cheese and fresh chives are quickly blended and ready to serve in this easy gourmet snack. Even serious dieters can't resist this heavenly spread! Serve with crackers, toasted pita wedges, or sliced baguette.",,,,
Special Occasion Smoked Bluefish Pate,dinner,"This easy recipe is a classic holiday standby. Smoked bluefish is blended into a creamy, zesty spread. Smoked salmon or tuna may be substituted for bluefish. Serve with crackers.",,,,
White Bean Pate,appetizer,A tasty alternative to a traditional liver pate. Serve with crusty bread or pita chips. This can be prepared 24 hours ahead.,,,,
Lighter Cretons,appetizer,Cretons are an old French Canadian recipe. It was made with lots of lard and pork. This light version will be a delightful surprise. Spread on your favorite bread or crackers.,,,,
Chicken Liver Pate with Currants,appetizer,"This has a tiny hint of something special that nobody seems to be able to identify, along with currents this is a unique pate.",,,,
Easy Salmon Pate,appetizer,"This easy salmon pate is made in a food processor using smoked salmon but it works just as well with leftover poached salmon. Serve on melba toast, crackers, or baguette for a nice starter.",,,,
Not Your Grandmas Chopped Chicken Liver,appetizer,"After working this recipe for years, it's finally ready to share. Suspect even those who don't enjoy liver might change their minds after tasting this on homemade crackers, toast, or bagels. I like it for light summer lunches or as an appetizer. The reduced bourbon/vermouth deglazing step adds an adult zing that rocks my world. Garnish with fresh herb sprigs or cucumber slices.",,,,
Georges Salmon-Pepper Pate,appetizer,Pate is a great way to use leftover salmon!,,,,
Rustic Chicken Liver and Morel Pate,dessert,"A rustic French pate baked in a terrine mould, this is much easier to make than you think! Enjoy this pate en terrine with crusty bread, mustard, and pickles.",,,,
Poultry Liver Pate with Truffles,dessert,Pt with truffles is a French classic for New Year's Eve. It is easy to make but needs to rest for 1 day in the refrigerator so plan accordingly.,,,,
Picnic Pate,dessert,"This is such an elegant, tasty appetizer and really easy to make that's perfect for a picnic. No one would guess it's made from liver. Serve with Melba toast or crackers.",,,,
Strawberry Pavlova,dessert,"This beautiful strawberry pavlova dessert, a favorite recipe of Teeswater egg farmers Peter and Adriana Van Zeeland, is perfect for any occasion.",,,,
Chef Johns Pavlova with Strawberries,dessert,"This Pavlova dessert is fun to make and eat. Fresh fruit, especially berries and kiwis, balances the sweet, gooey crunch.",,,,
Lemon Blueberry Pavlova,dessert,"My favorite way to enjoy lemon meringue is with pavlova. The meringue base cools and dries out slowly, creating a crispy, crunchy crust on the outside which contrasts beautifully with a soft, sticky center. Topped with an intense lemon curd filling, fresh blueberries, and a homemade blueberry sauce, this dessert takes a little bit of time to make but is also simple and easy to pull off!",,,,
Best Ever New Zealand Pavlova,dessert,This recipe is a family favorite which is often made at dinner parties and is a Christmas table regular. Its crunchy meringue outside and marshmallow center make the perfect combination. Top with fresh fruit and whipped cream.,,,,
Banoffee Pavlova,dessert,"A baked meringue is topped with banana slices, caramel sauce and whipped cream. This is a delicious combination of two very yummy desserts making one that will have you making it over and over again!!!",,,,
Schaum Torte,dessert,"This is a simple recipe that tastes as wonderful and authentic as the dessert you would get in a German restaurant. I prefer to use strawberries, but anything goes with this one! You can make smaller mounds to have meringue cookies ...a low-fat snack!",,,,
Chocolate Pavlova,dessert,"Elegant perfectly describes this crisp-on-the outside, marshmallow-soft-on-the-inside puff, crowned luxuriously with cream, strawberries and a drizzle of bittersweet chocolate.",,,,
Pavlova with Winter Fruits,dessert,"It's tough making dessert for someone cutting back on gluten and dairy. Luckily, pavlovas are gluten free and really easy. The toppings are easy to customize - I made the lemon curd dairy free and served whipped cream on the side.",,,,
Mini Berry Pavlovas,dessert,"Pavlova is a wonderful meringue-based dessert named for the legendary Russian ballerina, Anna Pavlova. Pavlova is commonly served with a fruit component, it is fabulous to serve for company and easy to make! For an even fancier presentation, flip a muffin tin upside down, and pipe the meringue with a large star tip around the cups.",,,,
Strawberry Rhubarb Meringue Dessert,dessert,A nice change from strawberry rhubarb pie.,,,,
Orange-Berry Pavlova,dessert,"A sweet, marshmallow-y base, topped with unsweetened orange-flavored cream and fresh berries, makes for an impressive and delicious dessert!",,,,
A Drama Queens Pavlova,dessert,"Australians and New Zealanders both claim Pavlova and this recipe is so easy it feels like cheating! I first had it when a friend brought it to our final dress rehearsal and begged her for the recipe! It is especially striking when the fruits and berries are in season. Personally, I like to add coconut for the crunch, but it's NOT sweetened coconut  it's unsweetened, in big flakes, and I get it from the fruit and nut guy at our commissary. It's a real crowd pleaser and the best thing about it is you can make it a day ahead. Just allow the meringue to fully cool and cover lightly with plastic wrap. Top with whipped cream and fruit just prior to.",,,,
Frozen Lemon Pavlova,dessert,This frozen version of the spectacular Australian dessert has a lighter-than-air lemon cream filling inside an almond-crusted meringue exterior.,,,,
Blueberry Dessert,dessert,"This heavenly dessert was my Grandmother's recipe, and there are never any leftovers. The sweet meringue and the salty crust just compliment each other. You will need to print copies of the recipe, because everyone that has a taste will want it. You can make this the night before you need it.",,,,
Classic Peanut Butter Cookies,dessert,These peanut butter cookies taste great and are easy to make!,,,,
3-Ingredient Peanut Butter Cookies,dessert,"These 3-ingredient peanut butter cookies are one of my favorite cookies to make. They are the only peanut butter cookies my family will eat! Sprinkle a pinch of sugar on cookies before baking, if desired.",,,,
Peanut Butter Blossoms,dessert,Peanut butter blossoms are easy to make with just four ingredients. They turn out great every time  so have a glass of milk ready! Perfect for holiday parties.,,,,
Peanut Butter Cup Cookies,dessert,These super cute peanut butter cookies are baked in mini muffin pans and have a chocolate peanut butter cup center.,,,,
Peanut Butter Bars,dessert,These peanut butter bars taste just like peanut butter cups.,,,,
Chewy Peanut Butter Chocolate Chip Cookies,dessert,These peanut butter chocolate chip cookies are really chewy and addictive.,,,,
Peanut Butter Spider Cookies,dessert,This is a fun Halloween treat that is easy enough for kids to help create. I modified an idea I found on Pinterest to be less expensive and easier to put together.,,,,
4-Ingredient Keto Peanut Butter Cookies,dessert,"These keto peanut butter cookies are made with just 4 ingredients: peanut butter, vanilla extract, an egg, and some sugar substitute. Kids love these scrumptious low-carb keto cookies.",,,,
Peanut Butter Kiss Cookies,dessert,"These peanut butter Hershey Kiss cookies are deliciously simple, fast, and easy!",,,,
Super Easy Peanut Butter Cookies,dessert,"These Kraft peanut butter cookies are easy, fast, and super delicious. This is our best go-to recipe when we need cookies in a snap!",,,,
Peanut Butter Haystacks,dessert,"This haystack recipe uses peanut butter, butterscotch chips, noodles, and peanuts to make this sweet and salty candy.",,,,
Oatmeal Peanut Butter Cookies,dessert,These peanut butter oatmeal cookies are a nice change of pace from the usual peanut butter cookie. My husband never liked peanut butter cookies until I made him this recipe.,,,,
Joeys Peanut Butter Cookies,dessert,"The best peanut butter cookies you'll ever have. My boyfriend's special recipe makes the softest, chewiest, and most peanut-buttery cookie I have ever tasted.",,,,
Peanut Butter Balls,dessert,"The recipe for these peanut butter balls was shared by my 96-year-old neighbor, Mrs. Lucille Savage. She still makes them at Christmas and now I do too. Peanut butter balls are always a crowd-favorite with a hardened chocolate coating and a smooth, creamy, melt-in-your-mouth peanut butter filling. This recipe delivers an unexpected, but delightful crunch, thanks to the addition of crisp rice cereal. Decorate your peanut butter balls with sprinkles or other candy coatings just after dipping, or drizzle melted chocolate over top.",,,,
Soft Peanut Butter Cookies,dessert,"These easy peanut butter cookies stay soft, have good flavor, and aren't too sweet. You won't make another recipe after this one!",,,,
Sugar-Free Peanut Butter Cookies,dessert,I came up with this sugar-free peanut butter cookie recipe for my dad. He's diabetic but loves peanut butter cookies.,,,,
Best Peanut Butter Cookies Ever,dessert,"This is an amazing no-flour peanut butter cookie. It is so easy, even kids like to make it.",,,,
Moms Peanut Butter Blossoms,dessert,"This started as my mother's recipe, but I made adjustments over time to find the right peanut butter cookie base which is solid enough not to break but soft when you bite into them. These have been a family holiday favorite for many years, hope yours enjoys them too!",,,,
Peanut Butter Cookie in a Mug,dessert,This recipe came from a very special person - my grandma. She would say that she found the recipe inside her shoe. For a better taste put more butter on top of the cookie before putting in it in the microwave.,,,,
Quick Peanut Butter Cookies,dessert,"I had to make cookies at the last minute for a school function and a friend gave me this quick and easy recipe. From start to finish, this only takes about 30-45 minutes and the taste is like you spent hours in the kitchen. You might want to make a double batch, because they will be gone before you know it. ENJOY!!",,,,
Favorite Peanut Butter Cookies,dessert,Simple peanut butter cookies with the traditional crisscross on the top.,,,,
Chef Johns Peanut Butter Cookies,dessert,These classic cookies don't get much easier.,,,,
No Bake Chocolate Peanut Butter Cookies,dessert,The best no-bake chocolate cookies. They're not dry and gritty. It's the best!,,,,
"Easy, Chewy Flourless Peanut Butter Cookies",dessert,"This simple, tasty recipe yields 12 to 16 cookies, but is so simple that it can be doubled (or tripled!) easily.",,,,
Uncle Macs Peanut Butter and Jelly Cookies,dessert,"Soft, tasty peanut butter cookies with a touch of jelly on top. No flour needed.",,,,
Peanut Butter Chocolate Chip Cookies from Heaven,dessert,These peanut butter cookies with cornstarch are great... The name says it all.,,,,
Oatmeal Peanut Butter Cookies III,dessert,These are so close to the Girl Scout oatmeal peanut butter cookies that you won't know the difference!,,,,
Gluten-Free Peanut Butter Cookies,dessert,"This recipe is gluten-free and delicious! Pecans are great in these, but feel free to use peanuts or any other nut you choose.",,,,
Chocolate Coated Peanut Butter Crackers,dessert,"Peanut butter-filled crackers dipped in chocolate and decorated with candy sprinkles are a decadent treat to have on hand. Store cookies between layers of waxed paper in cool, dry place, or in the refrigerator. These freeze well.",,,,
Oatmeal Peanut Butter Bars,dessert,These oatmeal peanut butter bars are the best granola bars in the world! They make a great snack in the afternoon.,,,,
Dads Favorite Peanut Butter Cookies,dessert,My dad's sister gave me this recipe for killer peanut butter cookies made with shortening.,,,,
Oatmeal Peanut Butter and Chocolate Chip Cookies,dessert,"If you can't decide what kind of cookie to make, this peanut butter-oatmeal cookie recipe has it all. The oats, peanut butter, and chocolate chips are a chewy and flavorful combination.",,,,
Peanut Butter Cornflake Crunch Bars,dessert,"This is a very simple peanut butter cornflake bar cookie that's easy to make and kids love! Sort of like peanut butter RiceKrispie treats, except made with cornflakes.",,,,
Easy and Fun Peanut Butter Balls,dessert,"Kids will love this peanut butter balls recipe. Roll the finished balls in powdered cocoa or flaked coconut, or dip them into chocolate fondue!",,,,
Peanut Butter Cookies,dessert,"A very delicious peanut butter cookie recipe that is easy to make. These cookies stay soft in an airtight container. For special occasions, press five peanut halves into the top before baking.",,,,
Michelles Peanut Butter Marbled Brownies,dessert,These mouthwatering peanut butter-cheesecake brownies combine two of the most delicious flavors in the world  chocolate and peanut butter!,,,,
Easy Peanut Butter Chocolate Chip Cookies,dessert,Easy peanut butter and chocolate chip cookies made with natural peanut butter and kosher salt.,,,,
Cookie Butter Cookies,dessert,"I love cookie butter! I was able to find a way to make cookie butter cookies. I could not find any recipe that used cookie butter, so I am glad I can share this recipe with the world.",,,,
Peanut Butter and Bran Cookies,dessert,"Creamy and crispy and good for you, too! Don't over-bake!",,,,
Stefs Whoopie Pies with Peanut Butter Frosting,dessert,These whoopie pies with a creamy peanut butter frosting are like no other whoopie pies  they are even more chocolaty and cakey!,,,,
Light and Soft Peanut Butter Cookies,dessert,These low-calorie peanut butter cookies now get rave reviews after many trial-and-error batches. They are rich and soft for those who may not like the typical crunchy-style peanut butter cookies. They do take a bit of time to prepare and cook but are worth the wait.,,,,
Homemade Peanut Butter Chews,dessert,"The peanut butter chews that were sold in school cafeterias. I make these for my kids all the time, and sometimes drizzle chocolate and butterscotch on top of the cookies. Rich, but excellent!",,,,
Peanut Butter Banana Cookies,dessert,These healthier peanut butter banana cookies with chocolate chips are full of subtle flavors. I mix up the ingredients all the time using whatever I have handy.,,,,
Peanut Butter Fingers,dessert,These are soft and slightly chewy with a light peanut butter topping. My mom always made these when we were little.,,,,
5-Ingredient Peanut Butter Chocolate Cookies,dessert,"Whip up these simple, 5-ingredient, peanut butter chocolate cookies in minutes, and satisfy your cravings without compromising your diet. Great for low-carb, gluten-free, paleo, and keto diets!",,,,
Jennahs Famous Peanut Butter Blossoms,dessert,This is a recipe my mom and I have made every Christmas for almost 15 years. It is always a hit and has people begging for more and for the recipe! Sometimes I do two Hershey's Kisses per cookie on some of the cookies.,,,,
Kentucky Derby Pie,dessert,A yummy chocolate chip cookie pie with nuts. Usually served warm with ice cream or whipped cream.,,,,
Chocolate Bourbon Pecan Pie,dessert,"Kentucky bourbon gives a kick to this chocolate pecan pie, a Southern classic.",,,,
Pecan Pie Cheesecake,dessert,"This decadent pecan pie cheesecake is the perfect combo featuring the best of each classic dessert: a smooth, creamy cheesecake with a crunchy pecan topping.",,,,
Pecan Tarts,dessert,This pecan tarts recipe makes eight individual mini tarts. I like to top them with fresh cream and chopped caramelized pecans for an elegant dessert.,,,,
Irresistible Pecan Pie,dessert,This is the most amazing pecan pie. Once you start eating it you can't stop.,,,,
Sweet Potato Pecan Pie,dessert,Caramelized pecan topping makes this special!,,,,
Favorite Bourbon Pecan Pie,dessert,"This bourbon pecan pie is one you won't forget! Bourbon stands in for vanilla extract in this easy recipe, adding a distinctive flavor to a holiday dessert favorite.",,,,
Chocolate Pecan Delite,dessert,"This layered dessert with a pecan crust, cream cheese and pudding is a favorite of most all.",,,,
Caramel Pecan Pie,dessert,"Buttery caramel candies team up with nutty pecans in this caramel pecan pie that's full of flavor and perfect for your Thanksgiving table. Enjoy this caramel-flavored holiday classic either hot or cold, with a generous dollop of whipped cream or a scoop of vanilla ice cream.",,,,
Pecan Tassies,dessert,Pecan tassies are cute little bite-sized tarts. Dust with powdered sugar once they're cool. They're always a hit and look beautiful on a holiday tray!,,,,
Heides Kentucky Derby Dessert,dessert,This traditional Derby pie has been served at the annual Kentucky Derby for 50 years.,,,,
"Toasted Coconut, Pecan, and Caramel Pie",dessert,Very rich tasting pie that is easy to prepare. Everyone loves this pie.,,,,
Chef Johns Pecan Pie,dessert,"This is my idea of the perfect pecan pie. It has the perfect ratio of crunchy nuts to the sweet, sticky goodness underneath. And thanks to the blind-baking, the crust is wonderfully crisp.",,,,
Classic Pecan Pie,dessert,"This classic pie combines eggs, corn syrup, vanilla, lots of pecans, and is baked to a burnished golden brown. See other recipes by Karo Corn Syrup.",,,,
Upside-Down Apple Pecan Pie,dessert,"This is by far the best apple pie I've ever had, and anyone who likes apple pie who has tried it agrees, this is a wonderful variation of an all-American favorite. Enjoy with a scoop of vanilla ice cream.",,,,
Mini Croissant Crust Pecan Pies,dessert,"You won't need to make a pastry dough for these easy mini pecan pies. Fresh, store-bought croissants are used to line muffin cups and hold the sweet pecan pie filling. The croissants bake up into a crisp, flaky, buttery crust with a baklava-like texture. Perfect for your Thanksgiving dessert table! Serve topped with a scoop of vanilla ice cream or just pick them up and eat them like muffins.",,,,
Kentucky Pecan Pie,dessert,This pecan pie is a family favorite. I get many requests to make this for our church bake sales.,,,,
Simple Pecan Pie,dessert,"A rich, delicious, and easy pecan pie.",,,,
Pumpkin Pecan Pie,dessert,"This pecan pumpkin pie is a holiday favorite: a decadent and nutty filling with a rich, autumn-like flavor. Enjoy!",,,,
Old-Fashioned Honey Pecan Pie,dessert,Pecan pie made with honey instead of white sugar.,,,,
Pecan Pie with Maple Syrup,dessert,"This delicious pecan pie with maple syrup is so easy to make. With a golden crust and a sticky-sweet filling, this simple maple pecan pie will please all of the guests at your holiday table. Using maple syrup instead of corn syrup adds delicious flavor to this holiday dessert favorite. Top with a generous scoop of vanilla ice cream.",,,,
New Orleans Chocolate Bourbon Pecan Pie,dessert,"My family loves this pie at Thanksgiving, Christmas or really any holiday of the year. So put on some jazz, pour yourself some java, and have a piece of this delicious dessert. The chocolate chips and the bourbon add a delicious change to the normal pecan pie. Top with whipped cream and enjoy.",,,,
Chocolate Pecan Pie III,dessert,A different flavor - this pecan pie has cocoa in it.,,,,
Pecan Delight,dessert,This is wonderful!,,,,
Coconut Pecan Pie,dessert,"This is a nice change from pecan pie. It is my husband's favorite. Very sweet and rich. If you use a deep dish pie crust, use 1 cup pecans. For a smaller pie crust use 1/2 cup.",,,,
Honey Crunch Pecan Pie,dessert,"This is the winner of First Place in the Nut Category, as well as winner of the Best of Show award for the American Pie Council's 2000 National Pie Championship.",,,,
Traditional Pecan Pie in a Jar,dessert,"Traditional Pecan Pie in a Jar has a deeply toasted, sweet, luxurious flavor. Just break through the caramelized, crispy pecan topping to expose the amber-colored rich filling and flaky crust inside. Serve with sweetened whipped cream or vanilla ice cream, if desired.",,,,
Easy Pecan Pie Cheesecake,dessert,This pecan pie cheesecake has been a huge hit with my family year after year after year! Serve with whipped cream.,,,,
Pecan Pie Cobbler,dessert,"This pecan pie cobbler recipe is easy to make, and very tasty. The cobbler and sauce are created in one pan.",,,,
Vinegar Pecan Pie,dessert,The filling is not sickening sweet because there is no corn syrup. This recipe is requested by my family every year for Thanksgiving and Christmas.,,,,
Southern Pecan Pie Bars,dessert,"With pecans being native to the southern US, this easy bar version of the classic pie is perfect for Thanksgiving. Pair the proverbial nut with Golden Eagle syrup, an Alabama specialty, and this dessert is as Southern as they come.",,,,
Berthas Pecan Cream Pie,dessert,My Grandmother used to make me this pie when I was a youngster. It is the best pie you'll ever taste!,,,,
Chocolate Chip Pecan Pie,dessert,"Chocolate chip pecan pie is a Thanksgiving tradition at our house. With a ready-made crust and a super simple filling loaded with buttery pecans and sweet chocolate chips, this delicious pie is ready in just one hour to set front and center on your dessert table. Top with vanilla ice cream or whipped cream.",,,,
Low-Carb Pecan Pie with Almond Flour Crust,dessert,"A delicious alternative with an almond flour crust for those following a low-carb plan, or just trying to cut back on sugar. Great for Thanksgiving and Christmas.",,,,
Derby Pie,dessert,This is a variation of a pecan pie that blends chocolate chips and bourbon to make a rich and very tasty pie. Serve with a dollop of whipped cream.,,,,
Chocolate Chip Kahlua Pecan Pie,dessert,"Kahlua, pecan, and chocolate pie; that is the perfect autumn desert. The chocolate chips don't make it too sweet and add just the right texture to a pecan pie. The Kahlua tastes better if you let the pie sit for a day or two. This is not just your typical pecan pie. You can substitute Kahlua-flavored coffee syrup for the Kahlua liqueur, if desired. Serve warm or at room temperature.",,,,
German Chocolate Pecan Pie,dessert,"Inspired by German Chocolate Cake, chocolate chips and shredded coconut mixed into the filling put this pecan pie head and shoulders above the rest.",,,,
Chocolate Pumpkin Pecan Pie,dessert,"This pie has a bottom layer of chocolate, a middle layer of pumpkin, and is topped with pecan pie. A beautiful pie to serve during holidays or to company any time of the year.",,,,
Maple Pecan Pie II,dessert,"This is the 1999 American Pie Council's National Pie Championship's ""Best of Show "" and the first place winner in the Nut Category.",,,,
Brandy Pecan Pie,dessert,"This is the one pie that I always required my mom to make for the holidays. I would always want to cut into it right when it came out of the oven, but I would have to wait until after dinner! It is worth the wait!",,,,
Pecan Pie with No Corn Syrup,dessert,No corn syrup in this pecan pie!,,,,
Pecan Pie Bites from Scratch,dessert,A family favorite during the holidays. Easy to prepare and a fun dessert to make with kids.,,,,
Peanut Butter Chip Pecan Pie,dessert,"Teenagers and kids love this pie, it's so simple and oh so good.",,,,
Dark Chocolate Buttermilk Pecan Pie,dinner,"Since the first time I put this together four years ago, it now is a must for all our family gatherings. When I pull it out of the oven, I sprinkle a handful of leftover dark chocolate chips on top.",,,,
