type,title,info,meal_plans
moms,grilling,"[13897.25, 623.655, 882.885, 506.815, 88.0875, 1129, 70]",['mexican chorizo fiesta fiesta!']
moms,grilling,"[14712.35, 835.9, 886.35, 789.3, 97.06, 1395, 42]",['slow-cooked kielbasa and beer boil-down']
moms,grilling,"[13729.0, 662.62, 726.99, 900.135, 59.5975, 328, 65]",['Meat and bites']
moms,grilling,"[14854.5, 602.175, 747.625, 1262.875, 54.6175, 705, 72]",['salami-stuffed supper surprise!']
moms,grilling,"[13929.1, 411.85, 693.55, 1395.925, 39.695, 1025, 72]","[""sandy's sizzling sausage sizzle!""]"
moms,mexican,"[13667.25, 348.05, 951.15, 1265.7, 77.235, 300, 60]",['churro fiesta fiesta!']
moms,mexican,"[14269.25, 632.3, 1003.35, 616.2, 45.4125, 465, 43]",['taco fiesta fiesta fiesta!']
moms,mexican,"[13423.25, 632.95, 846.875, 742.725, 42.48, 1315, 52]",['christmas green chile egg fiesta!']
moms,mexican,"[13108.1, 451.7, 1024.625, 504.575, 37.3375, 413, 83]",['chilaquiles fiesta fiesta!']
moms,mexican,"[13253.85, 357.3, 1123.65, 366.3, 32.9275, 355, 46]",['taco-filled quiche fiesta!']
moms,mexican,"[14372.85, 506.95, 745.05, 1396.15, 34.8425, 296, 70]",['chilaquiles fiesta fiesta fiesta!']
moms,mexican,"[13158.85, 650.2, 724.1, 734.9, 60.785, 615, 60]",['chorizo fiesta fiesta burrito bonanza!']
moms,mexican,"[14247.0, 630.175, 887.425, 681.6, 31.9175, 400, 34]",['fiesta fiesta huevos rancheros bonanza!']
moms,mexican,"[14031.0, 862.125, 873.225, 454.45, 63.6425, 785, 63]","[""robin's cheesy chipotle grits fiesta!""]"
moms,mexican,"[13297.75, 189.175, 1109.125, 602.425, 20.105, 200, 36]",['jalisco-style chilaquiles fiesta fiesta!']
moms,mexican,"[13055.6, 385.35, 1013.15, 515.1, 31.18, 295, 42]",['jalisco-style chilaquiles fiesta fiesta fiesta fiesta fiesta!']
moms,mexican,"[14469.5, 566.275, 934.325, 847.675, 51.8075, 475, 58]",['fiesta fiesta spicy potato scramble surprise!']
moms,mexican,"[14838.25, 662.375, 925.375, 788.25, 43.565, 624, 64]",['fiesta fiesta chilaquiles fiesta fiesta fiesta!']
moms,mexican,"[13345.25, 596.575, 763.625, 887.3, 58.085, 437, 56]",['chorizo latke fiesta fiesta!']
moms,family-friendly,"[14461.0, 459.425, 1139.225, 568.55, 37.56, 436, 60]",['peanut butter cookie fiesta fiesta!']
moms,family-friendly,"[13906.25, 553.875, 979.25, 582.85, 39.84, 355, 43]",['savory spinach and cheese quiche fiesta!']
moms,family-friendly,"[14347.5, 319.425, 959.35, 1125.575, 35.695, 366, 49]",['fiesta fiesta pannekaken pancake party!']
moms,family-friendly,"[14947.0, 303.0, 1023.025, 1162.225, 32.925, 670, 58]",['cinnamon roll fiesta fiesta!']
moms,quick meals,"[14390.0, 577.175, 1067.65, 485.35, 58.02, 220, 40]",['asparagus and jumbo shrimp fiesta fiesta!']
moms,quick meals,"[13515.75, 715.475, 673.4, 998.05, 60.29, 169, 67]",['raspberry cheesecake-stuffed french toast fiesta fiesta!']
moms,quick meals,"[14275.1, 398.3, 752.85, 1298.075, 33.17, 179, 86]",['crispy belgian waffle fiesta fiesta!']
moms,quick meals,"[14034.25, 319.625, 1028.35, 966.95, 35.9, 135, 66]",['parfait and fiesta!']
moms,mediterranean,"[14566.0, 438.85, 1036.05, 942.8, 60.6525, 680, 104]",['italian-style fiesta!']
moms,mediterranean,"[13868.5, 349.9, 979.05, 896.4, 47.285, 440, 57]",['italian-style frittata fiesta!']
moms,mediterranean,"[13384.0, 778.875, 899.9, 534.75, 88.7175, 1795, 54]",['greek peanut butter yogurt fiesta!']
moms,mediterranean,"[13354.75, 563.96, 920.52, 558.33, 69.2075, 555, 52]","[""cally's omelet fiesta fiesta!""]"
moms,mediterranean,"[13294.64, 785.265, 868.005, 625.33, 62.8023, 223, 22]",['veggie-loaded potato frittata fiesta!']
moms,bean bonanza,"[13939.0, 324.8, 960.225, 1033.45, 37.9775, 1120, 56]",['fiesta fiesta black bean and corn salad surprise!']
moms,bean bonanza,"[13504.25, 412.61, 506.095, 1830.405, 24.8625, 2428, 76]",['molletes fiesta fiesta!']
moms,bean bonanza,"[14409.5, 518.325, 910.45, 1042.0, 37.2475, 1475, 64]",['fiesta fiesta three bean salad bonanza!']
moms,bean bonanza,"[14561.75, 362.7, 620.05, 1833.6, 25.485, 1535, 93]",['fiesta fiesta green bean casserole bonanza!']
moms,international street food,"[13961.75, 417.775, 480.625, 2061.575, 59.175, 252, 57]",['ramen noodle fiesta frittata!']
moms,international street food,"[14101.5, 404.925, 742.7, 1478.125, 53.215, 550, 78]",['fiesta fiesta blini russian pancake surprise!']
moms,international street food,"[14794.6, 499.45, 760.925, 1464.325, 39.7575, 480, 56]",['ramen noodle fiesta fiesta!']
moms,eggcellent recipes,"[13981.35, 476.9, 874.275, 925.325, 35.0875, 610, 60]",['german apple pancake fiesta fiesta!']
moms,asian,"[13947.35, 444.625, 861.225, 1080.425, 34.165, 835, 66]",['indonesian peanut satay chicken skewer fiesta!']
moms,asian,"[14859.5, 612.4, 930.725, 1005.65, 60.905, 417, 44]",['sausage egg roll fiesta bowl bonanza!']
moms,asian,"[14960.25, 442.85, 924.1, 1252.25, 37.93, 490, 118]",['indonesian peanut satay chicken skewer fiesta!']
moms,asian,"[13069.1, 699.9, 765.75, 908.85, 87.6825, 760, 102]",['bok choy fiesta fiesta!']
moms,asian,"[14696.5, 573.225, 723.175, 1382.4, 67.955, 865, 85]",['fiesta foo young delight!']
moms,date night dinners,"[13931.0, 763.3, 697.225, 867.25, 31.2675, 2650, 63]",['fiesta fries fiesta fiesta!']
moms,date night dinners,"[14818.25, 484.5, 627.3, 1809.375, 50.43, 965, 65]",['strawberry swirl frosting fiesta!']
moms,date night dinners,"[13281.5, 363.15, 683.7, 1525.45, 41.7575, 910, 67]",['chorizo-stuffed migas fiesta fiesta!']
moms,date night dinners,"[14091.5, 619.425, 632.05, 1405.325, 103.665, 1369, 62]",['jam-filled overnight oats fiesta!']
moms,date night dinners,"[14433.0, 489.1, 486.5, 1891.5, 55.22, 380, 57]",['pancake pop fiesta fiesta!']
moms,date night dinners,"[13111.55, 402.775, 823.85, 965.95, 38.43, 455, 52]",['cinnamon swirl pancake fiesta!']
moms,gourmet delights,"[14173.0, 361.8, 800.8, 1428.225, 37.82, 930, 64]",['fiesta fiesta potato salad surprise!']
moms,gourmet delights,"[14853.25, 675.925, 866.275, 940.85, 62.685, 1010, 70]",['cereal-crusted crispy fiesta fiesta!']
moms,gourmet delights,"[14008.75, 403.425, 775.6, 1347.5, 40.1, 1055, 75]",['almond flour pancake fiesta fiesta!']
moms,gourmet delights,"[14441.75, 524.5, 761.55, 1136.65, 69.965, 638, 28]",['korean kalbi bbq ribs fiesta fiesta!']
moms,gourmet delights,"[13581.25, 261.4, 936.275, 946.575, 34.12, 1985, 80]",['fiesta jam-filled overnight oats bonanza!']
moms,gourmet delights,"[14251.75, 569.875, 909.7, 859.275, 56.7875, 396, 102]",['mighty granola fiesta fiesta!']
moms,gourmet delights,"[13657.0, 473.6, 862.35, 854.875, 41.2375, 1222, 72]",['bacon-baked bites fiesta fiesta!']
moms,rice and grain galore,"[14096.25, 320.975, 588.25, 1858.375, 38.405, 405, 59]",['greek yogurt oatmeal fiesta fiesta!']
moms,rice and grain galore,"[13577.75, 397.5, 904.725, 784.45, 45.83, 950, 62]",['polenta fiesta fiesta!']
moms,rice and grain galore,"[13895.0, 679.275, 868.675, 633.075, 57.07, 250, 39]",['wasabi grits fiesta fiesta!']
moms,rice and grain galore,"[14785.75, 557.325, 950.675, 740.45, 45.7475, 508, 86]",['instant pot oatmeal fiesta fiesta!']
moms,rice and grain galore,"[14204.75, 690.25, 692.875, 1133.6, 51.73, 558, 65]",['quinoa porridge fiesta fiesta!']
moms,rice and grain galore,"[13369.75, 321.175, 797.725, 1077.15, 41.365, 280, 44]",['yuca frita fiesta fiesta!']
moms,rice and grain galore,"[13378.0, 317.825, 558.325, 1677.025, 38.675, 1232, 56]",['bird seed fiesta bars bonanza!']
moms,rice and grain galore,"[13039.0, 333.75, 592.8, 1643.7, 30.9, 645, 52]",['cereal-crusted fiesta fiesta delight!']
moms,southern comfort,"[13974.0, 414.1, 767.95, 1243.625, 35.7, 500, 53]",['fruity french toast fiesta!']
moms,southern comfort,"[13917.0, 437.675, 1021.35, 704.325, 58.58, 440, 88]",['crispy blender yorkshire pudding fiesta!']
moms,southern comfort,"[14649.25, 404.85, 926.65, 1185.35, 31.665, 1495, 72]",['cheesy chipotle grits fiesta fiesta!']
moms,italian,"[13059.25, 463.825, 543.15, 1420.875, 39.685, 456, 81]",['parmalet parmesan omelet fiesta fiesta!']
moms,italian,"[13570.0, 605.875, 858.625, 680.375, 50.2675, 395, 63]",['fiesta fiesta quiche supreme surprise!']
moms,italian,"[14118.5, 274.1, 858.95, 1271.1, 23.925, 820, 78]",['four cheese ravioli fiesta fiesta!']
moms,italian,"[14164.5, 756.2, 944.25, 555.7, 68.5375, 385, 64]",['tomato-stuffed grits ricotta fiesta!']
moms,italian,"[14662.25, 611.15, 918.0, 937.75, 51.0925, 525, 90]",['parmesan-crusted french toast fiesta!']
moms,italian,"[13773.25, 574.7, 1011.875, 545.45, 51.785, 324, 46]",['fiesta frittata freezer fiesta!']
moms,pasta perfection,"[13430.5, 454.775, 741.7, 1146.55, 39.265, 530, 56]",['crab-stuffed manicotti fiesta fiesta!']
moms,pasta perfection,"[13609.25, 391.95, 738.0, 1326.25, 33.7875, 410, 58]",['new york knish-yo! fiesta fiesta!']
moms,pasta perfection,"[13880.25, 462.3, 890.6, 965.1, 42.515, 1050, 50]",['pesto polenta lasagna fiesta fiesta!']
moms,pasta perfection,"[14366.5, 754.5, 766.55, 832.425, 66.165, 650, 68]",['fiesta fettuccine carbonara bonanza!']
moms,pasta perfection,"[14802.25, 429.2, 757.15, 1505.15, 39.36, 412, 122]",['puff pastry waffle fiesta fiesta!']
moms,pasta perfection,"[13548.1, 571.325, 739.7, 822.625, 42.84, 725, 39]",['fiesta fettuccine carbonara surprise!']
moms,chicken creations,"[13963.75, 645.375, 897.4, 645.975, 56.415, 1300, 43]",['fiesta fiesta chicken tortilla soup surprise!']
moms,chicken creations,"[14580.5, 863.15, 736.625, 565.875, 84.1925, 375, 44]",['fiesta fiesta chicken quesadilla fiesta!']
moms,chicken creations,"[13627.25, 606.125, 671.35, 724.725, 65.2375, 425, 48]",['fiesta fiesta crispy chicken carnitas bonanza!']
moms,chicken creations,"[14405.25, 595.4, 837.85, 783.8, 77.42, 850, 51]",['spicy gluten-free chicken cheddar waffle fiesta with blackberry-maple syrup surprise!']
moms,chicken creations,"[13382.5, 576.21, 787.62, 846.68, 44.49, 930, 36]",['buffalo chicken omelette fiesta fiesta!']
moms,chicken creations,"[13524.25, 210.75, 1208.05, 421.15, 20.2125, 451, 22]",['verde chilaquiles fiesta fiesta!']
moms,beef dishes,"[14660.5, 907.3, 895.625, 645.075, 102.7775, 2175, 65]",['savory beef-flavored gravy fiesta!']
moms,beef dishes,"[13696.0, 905.0, 726.25, 811.375, 70.6875, 1620, 47]","[""mckagen's beef jerky fiesta fiesta!""]"
moms,beef dishes,"[13056.25, 795.6, 684.725, 765.4, 89.17, 1460, 48]",['savory beef-flavored gravy fiesta fiesta!']
moms,cajun,"[14074.25, 740.4, 734.6, 521.1, 103.67, 647, 54]",['fiesta fiesta savory beef-stuffed biscuit bonanza!']
moms,cajun,"[14750.5, 982.425, 642.35, 519.65, 134.2875, 964, 68]",['fiesta fiesta savory sausage and cheese pie surprise!']
moms,seafood spectacular,"[13667.5, 913.625, 802.05, 397.25, 147.19, 225, 47]",['cioppino fiesta fiesta!']
moms,seafood spectacular,"[13055.5, 371.775, 964.2, 679.075, 77.81, 370, 35]",['smoked salmon frittata fiesta fiesta!']
moms,seafood spectacular,"[13943.25, 863.3, 702.65, 525.175, 131.815, 400, 50]",['fiesta fiesta seafood cioppino surprise!']
moms,seafood spectacular,"[13014.35, 694.125, 789.225, 555.675, 70.255, 491, 49]",['tuna-fiesta fritter fiesta!']
moms,french,"[13885.25, 542.65, 1023.55, 531.975, 54.6975, 1257, 44]",['fiesta french toast brioche bonanza!']
moms,french,"[13433.5, 499.525, 752.05, 1125.925, 67.455, 492, 45]",['sweet french toast fiesta fiesta!']
moms,french,"[14701.0, 428.65, 710.45, 1603.275, 90.485, 885, 80]",['choux pastry fiesta fiesta!']
moms,global fusion,"[14741.45, 409.075, 713.95, 1653.275, 69.6875, 880, 85]",['pepperoni roll fiesta fiesta!']
moms,global fusion,"[13720.5, 545.9, 940.925, 710.075, 82.41, 446, 81]",['fried sous vide egg yolk fiesta fiesta!']
moms,japanese,"[14356.6, 412.15, 925.05, 1052.9, 42.0275, 598, 47]",['sesame-soy soba noodle fiesta!']
moms,japanese,"[13774.85, 350.1, 722.25, 1410.4, 45.1375, 433, 79]",['fiesta tamagoyaki roll-up bonanza!']
moms,japanese,"[14167.5, 484.25, 780.075, 1231.65, 49.2575, 1133, 60]",['tempura dipping sauce fiesta fiesta!']
moms,japanese,"[13610.45, 421.3, 647.85, 1450.975, 54.8425, 665, 61]",['fiesta sesame-soy soba noodle delight!']
moms,japanese,"[13502.7, 302.45, 726.25, 1385.65, 45.3225, 580, 101]",['fiesta fruity japanese pancake party!']
moms,beginner-friendly,"[14305.5, 260.925, 523.875, 2115.975, 22.425, 410, 100]",['chocolate chip cookie dough protein bite fiesta!']
moms,beginner-friendly,"[14702.5, 427.95, 659.725, 1596.05, 39.9525, 740, 99]",['chocolate chip cookie dough fiesta fiesta!']
moms,beginner-friendly,"[14559.25, 306.5, 550.75, 1931.5, 34.01, 640, 99]",['for fun']
moms,beginner-friendly,"[14784.75, 276.075, 579.125, 2122.175, 30.43, 505, 102]",['eat more']
moms,beginner-friendly,"[13224.75, 388.6, 600.5, 1363.575, 37.315, 1135, 108]",['love what I got']
moms,beginner-friendly,"[14702.5, 427.95, 659.725, 1596.05, 39.9525, 740, 99]",['more the merrier']
moms,beginner-friendly,"[14778.0, 229.375, 561.85, 2218.875, 25.715, 625, 110]",['eat more food always']
moms,beginner-friendly,"[13813.5, 427.95, 680.4, 1413.675, 32.865, 515, 83]",['chocolate chip cookie dough fiesta fiesta frenzy!']
moms,beginner-friendly,"[14645.5, 319.75, 624.25, 1769.475, 32.4375, 1150, 124]",['chocolate chip cookie dough fiesta fiesta frenzy!']
moms,italian,"[13647.5, 408.4, 887.05, 870.925, 37.685, 460, 83]",['much food']
moms,italian,"[14231.75, 735.065, 770.58, 811.12, 69.345, 865, 62]",['fiesta fettuccine carbonara surprise!']
moms,italian,"[13682.25, 635.785, 875.795, 732.79, 55.7175, 538, 62]",['spinach and potato frittata fiesta fiesta!']
moms,italian,"[13861.0, 795.925, 848.5, 614.5, 51.64, 510, 36]",['asparagus-stuffed frittata fiesta!']
moms,italian,"[13820.89, 830.59, 833.43, 783.155, 54.6373, 143, 34]",['herb-speckled cheese omelette fiesta!']
moms,italian,"[13053.0, 572.525, 1065.625, 251.575, 39.8575, 535, 42]",['savory sausage and egg fiesta surprise!']
moms,italian,"[14426.75, 586.8, 812.45, 1091.45, 45.12, 1480, 73]",['fiesta fiesta parmalet parmesan omelet bonanza!']
moms,grilling,"[13695.75, 864.125, 835.7, 500.9, 108.6475, 850, 70]",['salami-stuffed supper surprise!']
moms,grilling,"[14108.75, 833.85, 641.45, 1250.775, 94.2225, 1399, 92]",['smoked salmon quiche fiesta fiesta!']
moms,grilling,"[13564.75, 620.375, 904.55, 634.75, 68.2875, 1871, 56]",['polenta fiesta fiesta surprise!']
moms,grilling,"[13741.0, 794.875, 765.775, 929.825, 81.34, 1195, 46]",['rosemary-roasted lamb leg fiesta!']
moms,grilling,"[14716.5, 808.225, 859.45, 830.3, 75.8675, 895, 42]",['roast beef and cheddar frittata fiesta!']
moms,grilling,"[14949.75, 709.3, 1066.75, 615.6, 48.4225, 705, 44]",['slovak stuffed cabbage fiesta fiesta!']
moms,european,"[13313.0, 542.9, 623.1, 1265.0, 67.155, 502, 35]",['norwegian waffle fiesta fiesta!']
moms,northeastern delights,"[13250.0, 372.875, 500.7, 1675.65, 32.1675, 235, 44]",['irish soda bread raisin fiesta!']
moms,southwest flavors,"[14372.0, 428.525, 756.75, 1289.2, 36.95, 620, 91]",['southwestern sunrise burrito fiesta!']
moms,southwest flavors,"[14475.7, 659.725, 898.15, 1017.55, 49.1575, 808, 119]",['fiesta fajita fiesta fiesta!']
moms,southwest flavors,"[14544.2, 549.825, 917.425, 1126.025, 38.0925, 410, 89]",['fiesta fiesta southwest sunrise burrito bonanza!']
moms,southwest flavors,"[13374.75, 416.0, 830.775, 1145.7, 34.36, 303, 79]",['fiesta fiesta southwest sunrise burrito fiesta frenzy!']
moms,southwest flavors,"[14340.5, 418.95, 808.25, 1338.325, 37.145, 420, 73]",['southwest sunrise burrito fiesta frenzy!']
moms,southwest flavors,"[14971.0, 565.125, 871.45, 1147.925, 57.685, 525, 72]",['jalapeno popper fiesta fiesta!']
moms,southwest flavors,"[13052.25, 268.675, 872.875, 975.675, 25.415, 365, 55]",['fiesta fajita new mexico green chile breakfast burrito bonanza!']
moms,detoxifying,"[14423.0, 390.85, 651.15, 1781.95, 53.5675, 505, 104]",['caramel-covered fiesta fiesta!']
moms,detoxifying,"[14864.0, 528.75, 779.95, 1409.5, 68.6575, 1220, 96]",['caramel-covered fiesta fiesta fiesta!']
moms,detoxifying,"[13806.25, 206.35, 662.5, 1777.45, 32.86, 830, 162]",['caramel-covered fiesta fiesta frenzy!']
moms,detoxifying,"[13255.75, 311.975, 739.5, 1316.075, 55.8425, 735, 132]",['carmel and some fun']
moms,detoxifying,"[14645.5, 219.95, 753.4, 1837.65, 31.5225, 440, 116]",['something else']
moms,detoxifying,"[14195.75, 390.35, 676.05, 1606.8, 62.135, 800, 143]",['micahs mealplan']
moms,detoxifying,"[14792.5, 187.95, 654.25, 2116.1, 26.2125, 665, 176]",['caramel-covered fiesta fiesta fiesta frenzy!']
moms,immune-boosting,"[13053.0, 374.675, 554.05, 1556.125, 68.0475, 1555, 63]",['fiesta fiesta caramel-covered breakfast burrito bonanza!']
moms,southern comfort,"[14260.75, 428.0, 699.675, 1057.075, 41.0675, 1695, 78]",['buttermilk biscuit bonanza!']
moms,southern comfort,"[14553.75, 205.15, 962.4, 1236.075, 35.0825, 705, 80]",['buttermilk biscuit bonanza fiesta!']
moms,southern comfort,"[13613.0, 273.925, 1007.125, 834.85, 30.6575, 585, 53]",['savory oatmeal fiesta fiesta!']
moms,date night dinners,"[13282.0, 169.825, 743.875, 1579.425, 52.8875, 1510, 60]",['fiesta churros fiesta fiesta!']
moms,date night dinners,"[14338.25, 451.375, 503.975, 1966.425, 56.97, 454, 98]",['paleo omelet muffin fiesta fiesta!']
moms,date night dinners,"[13983.0, 437.7, 869.675, 990.15, 58.75, 1150, 58]",['pb&j french toast fiesta fiesta!']
moms,date night dinners,"[14581.58333, 332.4333333, 519.9666667, 2128.266667, 34.00333333, 821, 47]",['irish raisin-studded soda bread fiesta!']
moms,date night dinners,"[14375.75, 333.975, 1014.1, 889.175, 38.555, 835, 96]",['fiesta tempura dipping sauce fiesta fiesta!']
moms,date night dinners,"[13441.75, 418.96, 751.97, 1259.63, 55.935, 380, 50]",['cinnamon swirl pancake fiesta fiesta!']
moms,american,"[14025.0, 464.475, 680.0, 1534.35, 51.065, 395, 30]",['pork pie fiesta fiesta!']
moms,german,"[13862.5, 438.925, 711.75, 1347.65, 37.7025, 1805, 63]",['sausage and sauerkraut sizzle fiesta!']
moms,german,"[13844.75, 618.75, 651.975, 1101.575, 51.8625, 1155, 39]",['sausage and sauerkraut sizzle fiesta fiesta!']
moms,german,"[14734.75, 664.375, 770.475, 1070.225, 53.1475, 1450, 51]",['sizzling sausage and sauerkraut fiesta!']
moms,american,"[13549.75, 358.675, 751.1, 1383.85, 24.735, 1170, 160]",['beans-n-franks fiesta fiesta!']
moms,middle eastern,"[14144.25, 396.9, 870.3, 1141.15, 48.0, 775, 57]",['the global gastronomy platter!']
moms,beginner-friendly,"[13560.0, 762.35, 883.35, 470.05, 45.4075, 335, 66]",['the all-american fusion feast!']
moms,beginner-friendly,"[13736.25, 287.75, 467.9, 2038.575, 29.3875, 545, 78]",['the muffin-celeriac-ginger-hollandaise-omelet-saucy-chicken-burger bonanza!']
moms,beginner-friendly,"[13220.0, 609.3, 784.675, 1084.6, 46.2925, 1505, 69]",['the eclectic feast']
moms,beginner-friendly,"[13204.25, 369.775, 922.925, 790.225, 34.8075, 825, 51]",['the eclectic brunch bonanza!']
moms,beginner-friendly,"[13013.0, 412.25, 846.65, 805.65, 33.35, 800, 53]",['taste of the south']
moms,beginner-friendly,"[14843.25, 473.7, 834.95, 1233.7, 38.9675, 415, 61]",['the unconventional culinary adventure!']
moms,high-fiber,"[13828.75, 207.05, 1151.725, 733.175, 22.95, 700, 41]",['sweet and savory sensations']
moms,high-fiber,"[13186.75, 313.025, 657.85, 1461.75, 27.475, 1935, 79]",['the global gourmet!']
moms,high-fiber,"[13114.51, 311.375, 670.75, 1502.625, 36.06, 1485, 51]",['the joyful zippy snowy crunchy feast!']
moms,high-fiber,"[13441.5, 492.1, 672.0, 1024.85, 41.06, 1543, 34]",['the grand brunch extravaganza!']
moms,high-fiber,"[13926.5, 310.025, 704.375, 1580.0, 32.4075, 935, 89]",['tropical fiesta feast!']
moms,high-fiber,"[14398.25, 191.985, 671.845, 1854.005, 26.45, 360, 118]","[""the lucky leprechaun's delight!""]"
moms,high-fiber,"[14656.5, 246.7, 1008.25, 1195.425, 29.4375, 570, 80]",['the sweet and savory adventure!']
moms,grilling,"[13510.75, 879.0, 898.125, 324.425, 69.2375, 1502, 48]",['autumn harvest delight']
moms,grilling,"[13658.5, 872.9, 718.4, 440.075, 42.2075, 1755, 42]",['fiery fiesta fusion']
moms,grilling,"[13755.75, 576.575, 914.175, 708.65, 63.545, 725, 84]",['the spicy fiesta platter']
moms,grilling,"[14012.0, 661.7, 697.9, 1145.175, 55.4525, 765, 43]",['the great american fusion feast!']
moms,grilling,"[13159.5, 597.125, 810.75, 733.95, 51.2475, 440, 69]",['the savory smorgasbord']
moms,mexican,"[14201.75, 687.45, 955.125, 554.5, 49.2875, 630, 58]",['south of the border fiesta!']
moms,family-friendly,"[13095.5, 229.125, 741.35, 1385.35, 26.7375, 255, 72]",['tropical fiesta fusion!']
moms,family-friendly,"[14432.75, 660.75, 969.25, 720.5, 55.9575, 355, 68]",['the breakfast bonanza!']
moms,family-friendly,"[13111.0, 379.4, 731.85, 1214.0, 29.635, 345, 56]",['the unconventional epicurean adventure!']
moms,family-friendly,"[14699.1, 529.225, 861.275, 1125.5, 43.13, 1240, 53]",['feast of the far-flung flavors']
moms,family-friendly,"[13269.5, 326.025, 494.25, 1867.825, 37.9975, 878, 98]",['tropical taste adventure!']
moms,family-friendly,"[13796.0, 614.725, 762.225, 781.95, 53.43, 862, 45]",['the great gastronomic adventure!']
moms,family-friendly,"[13641.75, 579.075, 759.875, 1064.875, 45.2275, 1495, 79]",['the variety platter']
moms,quick meals,"[13190.39, 998.24, 805.18, 515.18, 66.2273, 98, 16]",['global fusion feast!']
moms,quick meals,"[13458.5, 224.855, 857.51, 1261.295, 32.9925, 165, 49]",['the mediterranean fiesta!']
moms,quick meals,"[13708.5, 157.9, 1200.775, 605.95, 16.2525, 100, 31]",['tropical fusion fiesta!']
moms,quick meals,"[14492.0, 442.65, 715.55, 1507.65, 58.575, 155, 50]",['the eclectic autumn feast!']
moms,mediterranean,"[13439.0, 526.925, 1051.85, 475.225, 58.7125, 642, 42]",['mediterranean fusion fiesta!']
moms,mediterranean,"[14109.5, 552.775, 1128.75, 371.275, 48.03, 1132, 44]",['tastebud fiesta!']
moms,mediterranean,"[13063.55, 851.825, 781.5, 550.95, 105.92, 1285, 38]",['aromatic mediterranean medley']
moms,mediterranean,"[13695.25, 608.1, 1034.7, 417.3, 95.8825, 620, 47]",['the mediterranean fusion feast!']
moms,bean bonanza,"[14445.045, 476.3175, 339.5, 2271.15, 27.0925, 970, 52]",['the unsloppy sloppy bean-hole breakfast!']
moms,bean bonanza,"[13477.25, 466.85, 857.0, 1062.85, 34.45, 1245, 72]",['the global fiesta!']
moms,bean bonanza,"[14217.0, 555.25, 525.35, 1744.4, 54.1525, 1353, 57]",['the eclectic bean bonanza!']
moms,bean bonanza,"[14579.25, 584.175, 929.35, 1016.15, 47.9975, 1125, 64]",['global fusion fiesta!']
moms,bean bonanza,"[14150.25, 694.45, 736.675, 1170.575, 45.8875, 1257, 57]",['fiery fiesta fiesta!']
moms,international street food,"[13133.25, 538.2, 768.0, 976.825, 42.71, 332, 32]",['international fusion feast!']
moms,international street food,"[14996.25, 415.5, 945.15, 1078.3, 27.5275, 1010, 72]",['taste of the world fiesta!']
moms,international street food,"[14555.5, 353.875, 963.85, 1070.7, 40.7175, 368, 40]",['global fusion feast!']
moms,international street food,"[13346.6, 569.125, 772.6, 938.5, 74.945, 805, 50]",['tastebud tour of the world!']
moms,international street food,"[14240.75, 400.35, 934.9, 1065.9, 46.965, 355, 125]",['east-west fusion fiesta!']
moms,international street food,"[13442.75, 393.725, 568.375, 1561.9, 31.33, 220, 28]",['global fusion platter']
moms,international street food,"[13484.25, 576.4, 830.525, 856.5, 84.445, 370, 62]",['feta fiesta!']
moms,eggcellent recipes,"[14200.25, 345.35, 1007.375, 927.575, 27.7475, 1110, 58]",['the island brunch platter']
moms,eggcellent recipes,"[14163.5, 561.175, 796.5, 1169.3, 46.235, 463, 59]",['the international brunch bonanza!']
moms,eggcellent recipes,"[14350.75, 328.525, 867.2, 1312.8, 27.51, 536, 53]","[""grandma's comfort fusion!""]"
moms,eggcellent recipes,"[13995.5, 622.225, 1058.1, 482.8, 37.57, 265, 30]",['the brunch-o-rama!']
moms,indian,"[13687.17, 531.13, 723.22, 1118.16, 48.1775, 1525, 38]",['fiery fiesta feast!']
moms,asian,"[14083.2, 421.825, 954.35, 1123.25, 61.1025, 390, 73]",['oriental fusion delight!']
moms,asian,"[14002.0, 454.0, 1020.2, 727.25, 36.0325, 415, 39]",['fiery far east fiesta!']
moms,asian,"[14897.5, 422.75, 882.475, 1288.95, 32.1925, 380, 53]",['the great chinese fusion feast!']
moms,date night dinners,"[14727.0, 330.6, 833.825, 1429.05, 43.665, 785, 56]",['summery sweet & savory delight']
moms,date night dinners,"[14666.0, 696.7, 871.75, 862.75, 59.095, 690, 64]",['fiesta fusion feast!']
moms,date night dinners,"[13372.0, 264.325, 610.55, 1736.875, 26.59, 335, 72]",['taste of autumn delight']
moms,gourmet delights,"[14676.25, 303.7, 551.95, 2086.05, 57.5, 279, 262]",['tastebud temptations']
moms,gourmet delights,"[13323.0, 412.075, 878.95, 1087.425, 47.7025, 240, 50]","[""'the epicurean extravaganza'""]"
moms,gourmet delights,"[14507.5, 570.1, 822.625, 1224.125, 90.86, 2080, 187]",['the garden variety feast']
moms,gourmet delights,"[14173.75, 445.875, 939.95, 1027.875, 45.3825, 1575, 98]",['the unconventional epicurean extravaganza!']
moms,rice and grain galore,"[13998.5, 287.675, 832.05, 1212.925, 28.6475, 675, 44]",['the eclectic harvest bowl!']
moms,rice and grain galore,"[13159.25, 380.4, 790.4, 1178.65, 25.6925, 780, 56]",['taste of the harvest delight']
moms,rice and grain galore,"[14702.0, 538.725, 709.15, 1377.1, 53.935, 595, 106]",['taste of the world adventure!']
moms,southern comfort,"[13074.25, 571.725, 942.2, 485.45, 46.0275, 860, 53]",['tastebud tapestry!']
